params:	(1.5, -0.5, -75, -50, -50, -100, -10)	reward:	187.28654469348757
params:	(1.5, -0.5, -100, -50, -50, -100, -10)	reward:	181.57110653981906
params:	(1.5, -0.5, -77, -50, -50, -100, -10)	reward:	183.54443596032988
params:	(1.5, -0.5, -55, -50, -50, -100, -10)	reward:	184.13879725349094
params:	(1.5, -0.5, -33, -50, -50, -100, -10)	reward:	181.95351003878613
params:	(1.5, -0.5, -11, -50, -50, -100, -10)	reward:	184.6254886593604
params:	(1.5, -0.5, 11, -50, -50, -100, -10)	reward:	181.17050264245532
params:	(1.5, -0.5, 33, -50, -50, -100, -10)	reward:	179.23566443359232
params:	(1.5, -0.5, 55, -50, -50, -100, -10)	reward:	179.15130754068284
params:	(1.5, -0.5, 77, -50, -50, -100, -10)	reward:	180.95805932800866
params:	(1.5, -0.5, 100, -50, -50, -100, -10)	reward:	181.7674789760208
params:	(1.5, -0.5, -75, -100, -50, -100, -10)	reward:	49.06502089114647
params:	(1.5, -0.5, -75, -77, -50, -100, -10)	reward:	183.9766676854051
params:	(1.5, -0.5, -75, -55, -50, -100, -10)	reward:	190.5192483689212
params:	(1.5, -0.5, -75, -33, -50, -100, -10)	reward:	179.9477781577833
params:	(1.5, -0.5, -75, -11, -50, -100, -10)	reward:	156.44599447254816
params:	(1.5, -0.5, -75, 11, -50, -100, -10)	reward:	180.97938217231265
params:	(1.5, -0.5, -75, 33, -50, -100, -10)	reward:	139.31782519166802
params:	(1.5, -0.5, -75, 55, -50, -100, -10)	reward:	88.94521090998602
params:	(1.5, -0.5, -75, 77, -50, -100, -10)	reward:	46.401343509019284
params:	(1.5, -0.5, -75, 100, -50, -100, -10)	reward:	43.698516192089066
params:	(1.5, -0.5, -75, -55, -100, -100, -10)	reward:	183.81294846495516
params:	(1.5, -0.5, -75, -55, -77, -100, -10)	reward:	184.88730999006893
params:	(1.5, -0.5, -75, -55, -55, -100, -10)	reward:	185.19374710197863
params:	(1.5, -0.5, -75, -55, -33, -100, -10)	reward:	179.5921496890178
params:	(1.5, -0.5, -75, -55, -11, -100, -10)	reward:	-2.144342735261761
params:	(1.5, -0.5, -75, -55, 11, -100, -10)	reward:	53.16624508934354
params:	(1.5, -0.5, -75, -55, 33, -100, -10)	reward:	8.55515714093618
params:	(1.5, -0.5, -75, -55, 55, -100, -10)	reward:	0.27163289418097375
params:	(1.5, -0.5, -75, -55, 77, -100, -10)	reward:	12.069122300960762
params:	(1.5, -0.5, -75, -55, 100, -100, -10)	reward:	-3.394488619638158
params:	(1.5, -0.5, -75, -55, -50, -77, -10)	reward:	60.888006523924105
params:	(1.5, -0.5, -75, -55, -50, -55, -10)	reward:	-24.81181280298002
params:	(1.5, -0.5, -75, -55, -50, -33, -10)	reward:	-20.96862638125233
params:	(1.5, -0.5, -75, -55, -50, -11, -10)	reward:	-40.230025562957145
params:	(1.5, -0.5, -75, -55, -50, 11, -10)	reward:	-40.57863635896169
params:	(1.5, -0.5, -75, -55, -50, 33, -10)	reward:	-34.8433576706203
params:	(1.5, -0.5, -75, -55, -50, 55, -10)	reward:	-39.026858537351636
params:	(1.5, -0.5, -75, -55, -50, 77, -10)	reward:	-38.662933030310086
params:	(1.5, -0.5, -75, -55, -50, 100, -10)	reward:	-39.395578658599156
params:	(1.5, -0.5, -75, -55, -50, -100, -100)	reward:	-30.55885388889975
params:	(1.5, -0.5, -75, -55, -50, -100, -77)	reward:	-25.471676185427537
params:	(1.5, -0.5, -75, -55, -50, -100, -55)	reward:	-2.107642527193851
params:	(1.5, -0.5, -75, -55, -50, -100, -33)	reward:	123.09764953445647
params:	(1.5, -0.5, -75, -55, -50, -100, -11)	reward:	191.8748812963138
params:	(1.5, -0.5, -75, -55, -50, -100, 11)	reward:	178.2388771411289
params:	(1.5, -0.5, -75, -55, -50, -100, 33)	reward:	139.73556336969386
params:	(1.5, -0.5, -75, -55, -50, -100, 55)	reward:	31.529853868996764
params:	(1.5, -0.5, -75, -55, -50, -100, 77)	reward:	-14.61385813553766
params:	(1.5, -0.5, -75, -55, -50, -100, 100)	reward:	-18.92381077692494
params:	(0.0, -0.5, -75, -55, -50, -100, -11)	reward:	192.06324293556523
params:	(0.3333333333333333, -0.5, -75, -55, -50, -100, -11)	reward:	191.2374315736652
params:	(0.6666666666666666, -0.5, -75, -55, -50, -100, -11)	reward:	193.36930884771698
